student_id,question_id,question,student_answer,correct_answer,subject,topic,subtopic,concept,result,is_correct,error_type,misconception
S019,Q06,Factor: x² + 7x + 12,(x+2)(x+6),(x+3)(x+4),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Incorrect factor-pair selection,Incorrect factor-pair selection
S019,Q07,Factor: x² - 9,(x+9)(x-1),(x+3)(x-3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Difference of squares confusion,Difference of squares confusion
S019,Q08,Factor: 2x² + 6x,2(x²+3x),2x(x+3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Incomplete factoring,Incomplete factoring
S019,Q09,Solve: x² - 5x + 6 = 0,"x = -2, x = -3","x = 2, x = 3",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,incorrect,0,Sign error in roots,Sign error in roots
S019,Q10,What is the discriminant of x² + 4x + 4 = 0?,8,0,Mathematics,Algebra,Quadratic Equations,Quadratic Equations,incorrect,0,Discriminant formula error,Discriminant formula error
S019,Q11,Solve: x² = 16,x = 4,"x = 4, x = -4",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,incorrect,0,Missing negative root,Missing negative root
S019,Q12,Solve using quadratic formula: x² - 3x - 10 = 0,"x = 5, x = -2","x = 5, x = -2",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,correct,1,,
S019,Q13,"If f(x) = 2x + 1, find f(3)",6,7,Mathematics,Functions,Functions,Functions,incorrect,0,Substitution error,Substitution error
S019,Q14,What is the domain of f(x) = 1/x?,x > 0,All real numbers except 0,Mathematics,Functions,Functions,Functions,incorrect,0,Domain restriction oversight,Domain restriction oversight
S019,Q15,"If f(x) = x² and g(x) = x+1, find f(g(2))",9,9,Mathematics,Functions,Functions,Functions,correct,1,,
S019,Q16,Find the y-intercept of f(x) = 3x - 6,-6,-6,Mathematics,Functions,Functions,Functions,correct,1,,
S019,Q17,Solve: 2x + 3 > 7,x > 2,x > 2,Mathematics,Algebra,Inequalities,Inequalities,correct,1,,
S019,Q18,Solve: -3x < 9,x > 3,x > -3,Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Sign flip with negative division,Sign flip with negative division
S019,Q19,Solve: |x| ≤ 5,x ≥ -5,-5 ≤ x ≤ 5,Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Absolute value misunderstanding,Absolute value misunderstanding
S019,Q20,Graph the solution: x ≥ -2,"Closed circle at -2, shade right","Closed circle at -2, shade right",Mathematics,Algebra,Inequalities,Inequalities,correct,1,,
S020,Q01,Solve for x: 2x + 4 = 10,x = 2,x = 3,Mathematics,Algebra,Linear Equations,Linear Equations,incorrect,0,Arithmetic error,Arithmetic error
S020,Q02,Solve for x: 3x - 6 = 9,x = 1,x = 5,Mathematics,Algebra,Linear Equations,Linear Equations,incorrect,0,Sign error,Sign error
S020,Q03,Solve for x: x/2 + 3 = 7,x = 8,x = 8,Mathematics,Algebra,Linear Equations,Linear Equations,correct,1,,
S020,Q04,Solve for x: 5x = 25,x = 20,x = 5,Mathematics,Algebra,Linear Equations,Linear Equations,incorrect,0,Division error,Division error
S020,Q05,Factor: x² + 5x + 6,(x+1)(x+6),(x+2)(x+3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Incorrect factor-pair selection,Incorrect factor-pair selection
S020,Q06,Factor: x² + 7x + 12,(x+4)(x+4),(x+3)(x+4),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Incorrect factor-pair selection,Incorrect factor-pair selection
S020,Q07,Factor: x² - 9,(x-9)(x+1),(x+3)(x-3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Difference of squares confusion,Difference of squares confusion
S020,Q08,Factor: 2x² + 6x,x(2x+6),2x(x+3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Incomplete factoring,Incomplete factoring
S020,Q09,Solve: x² - 5x + 6 = 0,"x = -2, x = -3","x = 2, x = 3",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,incorrect,0,Sign error in roots,Sign error in roots
S020,Q10,What is the discriminant of x² + 4x + 4 = 0?,16,0,Mathematics,Algebra,Quadratic Equations,Quadratic Equations,incorrect,0,Discriminant formula error,Discriminant formula error
S020,Q11,Solve: x² = 16,"x = 4, x = -4","x = 4, x = -4",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,correct,1,,
S020,Q12,Solve using quadratic formula: x² - 3x - 10 = 0,"x = 5, x = -2","x = 5, x = -2",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,correct,1,,
S020,Q13,"If f(x) = 2x + 1, find f(3)",7,7,Mathematics,Functions,Functions,Functions,correct,1,,
S020,Q14,What is the domain of f(x) = 1/x?,All real numbers except 0,All real numbers except 0,Mathematics,Functions,Functions,Functions,correct,1,,
S020,Q15,"If f(x) = x² and g(x) = x+1, find f(g(2))",9,9,Mathematics,Functions,Functions,Functions,correct,1,,
S020,Q16,Find the y-intercept of f(x) = 3x - 6,-6,-6,Mathematics,Functions,Functions,Functions,correct,1,,
S020,Q17,Solve: 2x + 3 > 7,x < 2,x > 2,Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Arithmetic error,Arithmetic error
S020,Q18,Solve: -3x < 9,x > -3,x > -3,Mathematics,Algebra,Inequalities,Inequalities,correct,1,,
S020,Q19,Solve: |x| ≤ 5,-5 ≤ x ≤ 5,-5 ≤ x ≤ 5,Mathematics,Algebra,Inequalities,Inequalities,correct,1,,
S020,Q20,Graph the solution: x ≥ -2,"Open circle at -2, shade right","Closed circle at -2, shade right",Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Inequality symbol confusion,Inequality symbol confusion
S021,Q01,Solve for x: 2x + 4 = 10,x = 5,x = 3,Mathematics,Algebra,Linear Equations,Linear Equations,incorrect,0,Arithmetic error,Arithmetic error
S021,Q02,Solve for x: 3x - 6 = 9,x = 5,x = 5,Mathematics,Algebra,Linear Equations,Linear Equations,correct,1,,
S021,Q03,Solve for x: x/2 + 3 = 7,x = 2,x = 8,Mathematics,Algebra,Linear Equations,Linear Equations,incorrect,0,Order of operations,Order of operations
S021,Q04,Solve for x: 5x = 25,x = 20,x = 5,Mathematics,Algebra,Linear Equations,Linear Equations,incorrect,0,Division error,Division error
S021,Q05,Factor: x² + 5x + 6,(x+1)(x+6),(x+2)(x+3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Incorrect factor-pair selection,Incorrect factor-pair selection
S021,Q06,Factor: x² + 7x + 12,(x+2)(x+6),(x+3)(x+4),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Incorrect factor-pair selection,Incorrect factor-pair selection
S021,Q07,Factor: x² - 9,(x-3)(x-3),(x+3)(x-3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Difference of squares confusion,Difference of squares confusion
S021,Q08,Factor: 2x² + 6x,2x(x+3),2x(x+3),Mathematics,Algebra,Factorization,Factorization,correct,1,,
S021,Q09,Solve: x² - 5x + 6 = 0,"x = 1, x = 6","x = 2, x = 3",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,incorrect,0,Sign error in roots,Sign error in roots
S021,Q10,What is the discriminant of x² + 4x + 4 = 0?,16,0,Mathematics,Algebra,Quadratic Equations,Quadratic Equations,incorrect,0,Discriminant formula error,Discriminant formula error
S021,Q11,Solve: x² = 16,"x = 4, x = -4","x = 4, x = -4",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,correct,1,,
S021,Q12,Solve using quadratic formula: x² - 3x - 10 = 0,"x = 10, x = -1","x = 5, x = -2",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,incorrect,0,Formula application error,Formula application error
S021,Q13,"If f(x) = 2x + 1, find f(3)",5,7,Mathematics,Functions,Functions,Functions,incorrect,0,Substitution error,Substitution error
S021,Q14,What is the domain of f(x) = 1/x?,All real numbers except 0,All real numbers except 0,Mathematics,Functions,Functions,Functions,correct,1,,
S021,Q15,"If f(x) = x² and g(x) = x+1, find f(g(2))",4,9,Mathematics,Functions,Functions,Functions,incorrect,0,Composition order error,Composition order error
S021,Q16,Find the y-intercept of f(x) = 3x - 6,2,-6,Mathematics,Functions,Functions,Functions,incorrect,0,Intercept identification error,Intercept identification error
S021,Q17,Solve: 2x + 3 > 7,x > 5,x > 2,Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Arithmetic error,Arithmetic error
S021,Q18,Solve: -3x < 9,x < -3,x > -3,Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Sign flip with negative division,Sign flip with negative division
S021,Q19,Solve: |x| ≤ 5,x ≤ 5,-5 ≤ x ≤ 5,Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Absolute value misunderstanding,Absolute value misunderstanding
S021,Q20,Graph the solution: x ≥ -2,"Open circle at -2, shade right","Closed circle at -2, shade right",Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Inequality symbol confusion,Inequality symbol confusion
S022,Q01,Solve for x: 2x + 4 = 10,x = 3,x = 3,Mathematics,Algebra,Linear Equations,Linear Equations,correct,1,,
S022,Q02,Solve for x: 3x - 6 = 9,x = 15,x = 5,Mathematics,Algebra,Linear Equations,Linear Equations,incorrect,0,Sign error,Sign error
S022,Q03,Solve for x: x/2 + 3 = 7,x = 8,x = 8,Mathematics,Algebra,Linear Equations,Linear Equations,correct,1,,
S022,Q04,Solve for x: 5x = 25,x = 30,x = 5,Mathematics,Algebra,Linear Equations,Linear Equations,incorrect,0,Division error,Division error
S022,Q05,Factor: x² + 5x + 6,(x+2)(x+3),(x+2)(x+3),Mathematics,Algebra,Factorization,Factorization,correct,1,,
S022,Q06,Factor: x² + 7x + 12,(x+1)(x+12),(x+3)(x+4),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Incorrect factor-pair selection,Incorrect factor-pair selection
S022,Q07,Factor: x² - 9,(x-9)(x+1),(x+3)(x-3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Difference of squares confusion,Difference of squares confusion
S022,Q08,Factor: 2x² + 6x,2(x²+3x),2x(x+3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Incomplete factoring,Incomplete factoring
S022,Q09,Solve: x² - 5x + 6 = 0,"x = -2, x = -3","x = 2, x = 3",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,incorrect,0,Sign error in roots,Sign error in roots
S022,Q10,What is the discriminant of x² + 4x + 4 = 0?,16,0,Mathematics,Algebra,Quadratic Equations,Quadratic Equations,incorrect,0,Discriminant formula error,Discriminant formula error
S022,Q11,Solve: x² = 16,"x = 4, x = -4","x = 4, x = -4",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,correct,1,,
S022,Q12,Solve using quadratic formula: x² - 3x - 10 = 0,"x = 5, x = -2","x = 5, x = -2",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,correct,1,,
S022,Q13,"If f(x) = 2x + 1, find f(3)",7,7,Mathematics,Functions,Functions,Functions,correct,1,,
S022,Q14,What is the domain of f(x) = 1/x?,All real numbers except 0,All real numbers except 0,Mathematics,Functions,Functions,Functions,correct,1,,
S022,Q15,"If f(x) = x² and g(x) = x+1, find f(g(2))",6,9,Mathematics,Functions,Functions,Functions,incorrect,0,Composition order error,Composition order error
S022,Q16,Find the y-intercept of f(x) = 3x - 6,-6,-6,Mathematics,Functions,Functions,Functions,correct,1,,
S022,Q17,Solve: 2x + 3 > 7,x > 3.5,x > 2,Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Arithmetic error,Arithmetic error
S022,Q18,Solve: -3x < 9,x < 3,x > -3,Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Sign flip with negative division,Sign flip with negative division
S022,Q19,Solve: |x| ≤ 5,-5 ≤ x ≤ 5,-5 ≤ x ≤ 5,Mathematics,Algebra,Inequalities,Inequalities,correct,1,,
S022,Q20,Graph the solution: x ≥ -2,"Closed circle at -2, shade right","Closed circle at -2, shade right",Mathematics,Algebra,Inequalities,Inequalities,correct,1,,
S023,Q01,Solve for x: 2x + 4 = 10,x = 3,x = 3,Mathematics,Algebra,Linear Equations,Linear Equations,correct,1,,
S023,Q02,Solve for x: 3x - 6 = 9,x = 5,x = 5,Mathematics,Algebra,Linear Equations,Linear Equations,correct,1,,
S023,Q03,Solve for x: x/2 + 3 = 7,x = 8,x = 8,Mathematics,Algebra,Linear Equations,Linear Equations,correct,1,,
S023,Q04,Solve for x: 5x = 25,x = 5,x = 5,Mathematics,Algebra,Linear Equations,Linear Equations,correct,1,,
S023,Q05,Factor: x² + 5x + 6,(x+2)(x+3),(x+2)(x+3),Mathematics,Algebra,Factorization,Factorization,correct,1,,
S023,Q06,Factor: x² + 7x + 12,(x+3)(x+4),(x+3)(x+4),Mathematics,Algebra,Factorization,Factorization,correct,1,,
S023,Q07,Factor: x² - 9,(x+9)(x-1),(x+3)(x-3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Difference of squares confusion,Difference of squares confusion
S023,Q08,Factor: 2x² + 6x,x(2x+6),2x(x+3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Incomplete factoring,Incomplete factoring
S023,Q09,Solve: x² - 5x + 6 = 0,"x = -2, x = -3","x = 2, x = 3",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,incorrect,0,Sign error in roots,Sign error in roots
S023,Q10,What is the discriminant of x² + 4x + 4 = 0?,-16,0,Mathematics,Algebra,Quadratic Equations,Quadratic Equations,incorrect,0,Discriminant formula error,Discriminant formula error
S023,Q11,Solve: x² = 16,"x = 4, x = -4","x = 4, x = -4",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,correct,1,,
S023,Q12,Solve using quadratic formula: x² - 3x - 10 = 0,"x = 5, x = -2","x = 5, x = -2",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,correct,1,,
S023,Q13,"If f(x) = 2x + 1, find f(3)",5,7,Mathematics,Functions,Functions,Functions,incorrect,0,Substitution error,Substitution error
S023,Q14,What is the domain of f(x) = 1/x?,x ≥ 0,All real numbers except 0,Mathematics,Functions,Functions,Functions,incorrect,0,Domain restriction oversight,Domain restriction oversight
S023,Q15,"If f(x) = x² and g(x) = x+1, find f(g(2))",9,9,Mathematics,Functions,Functions,Functions,correct,1,,
S023,Q16,Find the y-intercept of f(x) = 3x - 6,3,-6,Mathematics,Functions,Functions,Functions,incorrect,0,Intercept identification error,Intercept identification error
S023,Q17,Solve: 2x + 3 > 7,x < 2,x > 2,Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Arithmetic error,Arithmetic error
S023,Q18,Solve: -3x < 9,x < -3,x > -3,Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Sign flip with negative division,Sign flip with negative division
S023,Q19,Solve: |x| ≤ 5,-5 ≤ x ≤ 5,-5 ≤ x ≤ 5,Mathematics,Algebra,Inequalities,Inequalities,correct,1,,
S023,Q20,Graph the solution: x ≥ -2,"Closed circle at -2, shade right","Closed circle at -2, shade right",Mathematics,Algebra,Inequalities,Inequalities,correct,1,,
S024,Q01,Solve for x: 2x + 4 = 10,x = 3,x = 3,Mathematics,Algebra,Linear Equations,Linear Equations,correct,1,,
S024,Q02,Solve for x: 3x - 6 = 9,x = 5,x = 5,Mathematics,Algebra,Linear Equations,Linear Equations,correct,1,,
S024,Q03,Solve for x: x/2 + 3 = 7,x = 8,x = 8,Mathematics,Algebra,Linear Equations,Linear Equations,correct,1,,
S024,Q04,Solve for x: 5x = 25,x = 125,x = 5,Mathematics,Algebra,Linear Equations,Linear Equations,incorrect,0,Division error,Division error
S024,Q05,Factor: x² + 5x + 6,(x+2)(x+2),(x+2)(x+3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Incorrect factor-pair selection,Incorrect factor-pair selection
S024,Q06,Factor: x² + 7x + 12,(x+2)(x+6),(x+3)(x+4),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Incorrect factor-pair selection,Incorrect factor-pair selection
S024,Q07,Factor: x² - 9,(x-9)(x+1),(x+3)(x-3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Difference of squares confusion,Difference of squares confusion
S024,Q08,Factor: 2x² + 6x,x(2x+6),2x(x+3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Incomplete factoring,Incomplete factoring
S024,Q09,Solve: x² - 5x + 6 = 0,"x = 2, x = 3","x = 2, x = 3",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,correct,1,,
S024,Q10,What is the discriminant of x² + 4x + 4 = 0?,0,0,Mathematics,Algebra,Quadratic Equations,Quadratic Equations,correct,1,,
S024,Q11,Solve: x² = 16,x = 8,"x = 4, x = -4",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,incorrect,0,Missing negative root,Missing negative root
S024,Q12,Solve using quadratic formula: x² - 3x - 10 = 0,"x = 5, x = 2","x = 5, x = -2",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,incorrect,0,Formula application error,Formula application error
S024,Q13,"If f(x) = 2x + 1, find f(3)",7,7,Mathematics,Functions,Functions,Functions,correct,1,,
S024,Q14,What is the domain of f(x) = 1/x?,All real numbers,All real numbers except 0,Mathematics,Functions,Functions,Functions,incorrect,0,Domain restriction oversight,Domain restriction oversight
S024,Q15,"If f(x) = x² and g(x) = x+1, find f(g(2))",6,9,Mathematics,Functions,Functions,Functions,incorrect,0,Composition order error,Composition order error
S024,Q16,Find the y-intercept of f(x) = 3x - 6,2,-6,Mathematics,Functions,Functions,Functions,incorrect,0,Intercept identification error,Intercept identification error
S024,Q17,Solve: 2x + 3 > 7,x < 2,x > 2,Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Arithmetic error,Arithmetic error
S024,Q18,Solve: -3x < 9,x < -3,x > -3,Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Sign flip with negative division,Sign flip with negative division
S024,Q19,Solve: |x| ≤ 5,x ≤ 5,-5 ≤ x ≤ 5,Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Absolute value misunderstanding,Absolute value misunderstanding
S024,Q20,Graph the solution: x ≥ -2,"Closed circle at -2, shade right","Closed circle at -2, shade right",Mathematics,Algebra,Inequalities,Inequalities,correct,1,,
S025,Q01,Solve for x: 2x + 4 = 10,x = 2,x = 3,Mathematics,Algebra,Linear Equations,Linear Equations,incorrect,0,Arithmetic error,Arithmetic error
S025,Q02,Solve for x: 3x - 6 = 9,x = 3,x = 5,Mathematics,Algebra,Linear Equations,Linear Equations,incorrect,0,Sign error,Sign error
S025,Q03,Solve for x: x/2 + 3 = 7,x = 8,x = 8,Mathematics,Algebra,Linear Equations,Linear Equations,correct,1,,
S025,Q04,Solve for x: 5x = 25,x = 5,x = 5,Mathematics,Algebra,Linear Equations,Linear Equations,correct,1,,
S025,Q05,Factor: x² + 5x + 6,(x+1)(x+6),(x+2)(x+3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Incorrect factor-pair selection,Incorrect factor-pair selection
S025,Q06,Factor: x² + 7x + 12,(x+1)(x+12),(x+3)(x+4),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Incorrect factor-pair selection,Incorrect factor-pair selection
S025,Q07,Factor: x² - 9,(x+3)(x-3),(x+3)(x-3),Mathematics,Algebra,Factorization,Factorization,correct,1,,
S025,Q08,Factor: 2x² + 6x,2(x²+3x),2x(x+3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Incomplete factoring,Incomplete factoring
S025,Q09,Solve: x² - 5x + 6 = 0,"x = -2, x = -3","x = 2, x = 3",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,incorrect,0,Sign error in roots,Sign error in roots
S025,Q10,What is the discriminant of x² + 4x + 4 = 0?,0,0,Mathematics,Algebra,Quadratic Equations,Quadratic Equations,correct,1,,
S025,Q11,Solve: x² = 16,x = 8,"x = 4, x = -4",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,incorrect,0,Missing negative root,Missing negative root
S025,Q12,Solve using quadratic formula: x² - 3x - 10 = 0,"x = 5, x = 2","x = 5, x = -2",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,incorrect,0,Formula application error,Formula application error
S025,Q13,"If f(x) = 2x + 1, find f(3)",6,7,Mathematics,Functions,Functions,Functions,incorrect,0,Substitution error,Substitution error
S025,Q14,What is the domain of f(x) = 1/x?,All real numbers,All real numbers except 0,Mathematics,Functions,Functions,Functions,incorrect,0,Domain restriction oversight,Domain restriction oversight
S025,Q15,"If f(x) = x² and g(x) = x+1, find f(g(2))",6,9,Mathematics,Functions,Functions,Functions,incorrect,0,Composition order error,Composition order error
S025,Q16,Find the y-intercept of f(x) = 3x - 6,6,-6,Mathematics,Functions,Functions,Functions,incorrect,0,Intercept identification error,Intercept identification error
S025,Q17,Solve: 2x + 3 > 7,x < 2,x > 2,Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Arithmetic error,Arithmetic error
S025,Q18,Solve: -3x < 9,x < 3,x > -3,Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Sign flip with negative division,Sign flip with negative division
S025,Q19,Solve: |x| ≤ 5,x ≤ 5,-5 ≤ x ≤ 5,Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Absolute value misunderstanding,Absolute value misunderstanding
S025,Q20,Graph the solution: x ≥ -2,"Open circle at 2, shade right","Closed circle at -2, shade right",Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Inequality symbol confusion,Inequality symbol confusion
S026,Q01,Solve for x: 2x + 4 = 10,x = 3,x = 3,Mathematics,Algebra,Linear Equations,Linear Equations,correct,1,,
S026,Q02,Solve for x: 3x - 6 = 9,x = 3,x = 5,Mathematics,Algebra,Linear Equations,Linear Equations,incorrect,0,Sign error,Sign error
S026,Q03,Solve for x: x/2 + 3 = 7,x = 4,x = 8,Mathematics,Algebra,Linear Equations,Linear Equations,incorrect,0,Order of operations,Order of operations
S026,Q04,Solve for x: 5x = 25,x = 5,x = 5,Mathematics,Algebra,Linear Equations,Linear Equations,correct,1,,
S026,Q05,Factor: x² + 5x + 6,(x+1)(x+6),(x+2)(x+3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Incorrect factor-pair selection,Incorrect factor-pair selection
S026,Q06,Factor: x² + 7x + 12,(x+4)(x+4),(x+3)(x+4),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Incorrect factor-pair selection,Incorrect factor-pair selection
S026,Q07,Factor: x² - 9,(x-3)(x-3),(x+3)(x-3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Difference of squares confusion,Difference of squares confusion
S026,Q08,Factor: 2x² + 6x,2x(x+6),2x(x+3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Incomplete factoring,Incomplete factoring
S026,Q09,Solve: x² - 5x + 6 = 0,"x = -2, x = -3","x = 2, x = 3",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,incorrect,0,Sign error in roots,Sign error in roots
S026,Q10,What is the discriminant of x² + 4x + 4 = 0?,0,0,Mathematics,Algebra,Quadratic Equations,Quadratic Equations,correct,1,,
S026,Q11,Solve: x² = 16,"x = 4, x = -4","x = 4, x = -4",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,correct,1,,
S026,Q12,Solve using quadratic formula: x² - 3x - 10 = 0,"x = 5, x = -2","x = 5, x = -2",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,correct,1,,
S026,Q13,"If f(x) = 2x + 1, find f(3)",7,7,Mathematics,Functions,Functions,Functions,correct,1,,
S026,Q14,What is the domain of f(x) = 1/x?,All real numbers,All real numbers except 0,Mathematics,Functions,Functions,Functions,incorrect,0,Domain restriction oversight,Domain restriction oversight
S026,Q15,"If f(x) = x² and g(x) = x+1, find f(g(2))",4,9,Mathematics,Functions,Functions,Functions,incorrect,0,Composition order error,Composition order error
S026,Q16,Find the y-intercept of f(x) = 3x - 6,-6,-6,Mathematics,Functions,Functions,Functions,correct,1,,
S026,Q17,Solve: 2x + 3 > 7,x < 2,x > 2,Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Arithmetic error,Arithmetic error
S026,Q18,Solve: -3x < 9,x > -3,x > -3,Mathematics,Algebra,Inequalities,Inequalities,correct,1,,
S026,Q19,Solve: |x| ≤ 5,-5 ≤ x ≤ 5,-5 ≤ x ≤ 5,Mathematics,Algebra,Inequalities,Inequalities,correct,1,,
S026,Q20,Graph the solution: x ≥ -2,"Closed circle at -2, shade left","Closed circle at -2, shade right",Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Inequality symbol confusion,Inequality symbol confusion
S027,Q01,Solve for x: 2x + 4 = 10,x = 3,x = 3,Mathematics,Algebra,Linear Equations,Linear Equations,correct,1,,
S027,Q02,Solve for x: 3x - 6 = 9,x = 1,x = 5,Mathematics,Algebra,Linear Equations,Linear Equations,incorrect,0,Sign error,Sign error
S027,Q03,Solve for x: x/2 + 3 = 7,x = 8,x = 8,Mathematics,Algebra,Linear Equations,Linear Equations,correct,1,,
S027,Q04,Solve for x: 5x = 25,x = 5,x = 5,Mathematics,Algebra,Linear Equations,Linear Equations,correct,1,,
S027,Q05,Factor: x² + 5x + 6,(x+2)(x+2),(x+2)(x+3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Incorrect factor-pair selection,Incorrect factor-pair selection
S027,Q06,Factor: x² + 7x + 12,(x+3)(x+4),(x+3)(x+4),Mathematics,Algebra,Factorization,Factorization,correct,1,,
S027,Q07,Factor: x² - 9,(x-9)(x+1),(x+3)(x-3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Difference of squares confusion,Difference of squares confusion
S027,Q08,Factor: 2x² + 6x,2x(x+6),2x(x+3),Mathematics,Algebra,Factorization,Factorization,incorrect,0,Incomplete factoring,Incomplete factoring
S027,Q09,Solve: x² - 5x + 6 = 0,"x = -2, x = -3","x = 2, x = 3",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,incorrect,0,Sign error in roots,Sign error in roots
S027,Q10,What is the discriminant of x² + 4x + 4 = 0?,-16,0,Mathematics,Algebra,Quadratic Equations,Quadratic Equations,incorrect,0,Discriminant formula error,Discriminant formula error
S027,Q11,Solve: x² = 16,x = 8,"x = 4, x = -4",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,incorrect,0,Missing negative root,Missing negative root
S027,Q12,Solve using quadratic formula: x² - 3x - 10 = 0,"x = 5, x = -2","x = 5, x = -2",Mathematics,Algebra,Quadratic Equations,Quadratic Equations,correct,1,,
S027,Q13,"If f(x) = 2x + 1, find f(3)",7,7,Mathematics,Functions,Functions,Functions,correct,1,,
S027,Q14,What is the domain of f(x) = 1/x?,x > 0,All real numbers except 0,Mathematics,Functions,Functions,Functions,incorrect,0,Domain restriction oversight,Domain restriction oversight
S027,Q15,"If f(x) = x² and g(x) = x+1, find f(g(2))",5,9,Mathematics,Functions,Functions,Functions,incorrect,0,Composition order error,Composition order error
S027,Q16,Find the y-intercept of f(x) = 3x - 6,3,-6,Mathematics,Functions,Functions,Functions,incorrect,0,Intercept identification error,Intercept identification error
S027,Q17,Solve: 2x + 3 > 7,x > 5,x > 2,Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Arithmetic error,Arithmetic error
S027,Q18,Solve: -3x < 9,x < -3,x > -3,Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Sign flip with negative division,Sign flip with negative division
S027,Q19,Solve: |x| ≤ 5,x ≤ 5,-5 ≤ x ≤ 5,Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Absolute value misunderstanding,Absolute value misunderstanding
S027,Q20,Graph the solution: x ≥ -2,"Open circle at 2, shade right","Closed circle at -2, shade right",Mathematics,Algebra,Inequalities,Inequalities,incorrect,0,Inequality symbol confusion,Inequality symbol confusion
S028,Q01,Solve for x: 2x + 4 = 10,x = 5,x = 3,Mathematics,Algebra,Linear Equations,Linear Equations,incorrect,0,Arithmetic error,Arithmetic error
